cohort,family,case,pass,false_causal_consolidation,retraction_ok,legacy_injection_accepted,tampered_binding_accepted,event_chain_ok,invariant_ok,detail
PRIMARY,M0,0,1,0,,,,1,1,ACTIVE
PRIMARY,M0,1,1,0,,,,1,1,ACTIVE
PRIMARY,M0,2,1,0,,,,1,1,ACTIVE
PRIMARY,M0,3,1,0,,,,1,1,ACTIVE
PRIMARY,M0,4,1,0,,,,1,1,ACTIVE
PRIMARY,M0,5,1,0,,,,1,1,ACTIVE
PRIMARY,M0,6,1,0,,,,1,1,ACTIVE
PRIMARY,M0,7,1,0,,,,1,1,ACTIVE
PRIMARY,M0,8,1,0,,,,1,1,ACTIVE
PRIMARY,M0,9,1,0,,,,1,1,ACTIVE
PRIMARY,M0,10,1,0,,,,1,1,ACTIVE
PRIMARY,M0,11,1,0,,,,1,1,ACTIVE
PRIMARY,M0,12,1,0,,,,1,1,ACTIVE
PRIMARY,M0,13,1,0,,,,1,1,ACTIVE
PRIMARY,M0,14,1,0,,,,1,1,ACTIVE
PRIMARY,M0,15,1,0,,,,1,1,ACTIVE
PRIMARY,M0,16,1,0,,,,1,1,ACTIVE
PRIMARY,M0,17,1,0,,,,1,1,ACTIVE
PRIMARY,M0,18,1,0,,,,1,1,ACTIVE
PRIMARY,M0,19,1,0,,,,1,1,ACTIVE
PRIMARY,M0,20,1,0,,,,1,1,ACTIVE
PRIMARY,M0,21,1,0,,,,1,1,ACTIVE
PRIMARY,M0,22,1,0,,,,1,1,ACTIVE
PRIMARY,M0,23,1,0,,,,1,1,ACTIVE
PRIMARY,M0,24,1,0,,,,1,1,ACTIVE
PRIMARY,M0,25,1,0,,,,1,1,ACTIVE
PRIMARY,M0,26,1,0,,,,1,1,ACTIVE
PRIMARY,M0,27,1,0,,,,1,1,ACTIVE
PRIMARY,M0,28,1,0,,,,1,1,ACTIVE
PRIMARY,M0,29,1,0,,,,1,1,ACTIVE
PRIMARY,M0,30,1,0,,,,1,1,ACTIVE
PRIMARY,M0,31,1,0,,,,1,1,ACTIVE
PRIMARY,M0,32,1,0,,,,1,1,ACTIVE
PRIMARY,M0,33,1,0,,,,1,1,ACTIVE
PRIMARY,M0,34,1,0,,,,1,1,ACTIVE
PRIMARY,M0,35,1,0,,,,1,1,ACTIVE
PRIMARY,M0,36,1,0,,,,1,1,ACTIVE
PRIMARY,M0,37,1,0,,,,1,1,ACTIVE
PRIMARY,M0,38,1,0,,,,1,1,ACTIVE
PRIMARY,M0,39,1,0,,,,1,1,ACTIVE
PRIMARY,M0,40,1,0,,,,1,1,ACTIVE
PRIMARY,M0,41,1,0,,,,1,1,ACTIVE
PRIMARY,M0,42,1,0,,,,1,1,ACTIVE
PRIMARY,M0,43,1,0,,,,1,1,ACTIVE
PRIMARY,M0,44,1,0,,,,1,1,ACTIVE
PRIMARY,M0,45,1,0,,,,1,1,ACTIVE
PRIMARY,M0,46,1,0,,,,1,1,ACTIVE
PRIMARY,M0,47,1,0,,,,1,1,ACTIVE
PRIMARY,M0,48,1,0,,,,1,1,ACTIVE
PRIMARY,M0,49,1,0,,,,1,1,ACTIVE
PRIMARY,M0,50,1,0,,,,1,1,ACTIVE
PRIMARY,M0,51,1,0,,,,1,1,ACTIVE
PRIMARY,M0,52,1,0,,,,1,1,ACTIVE
PRIMARY,M0,53,1,0,,,,1,1,ACTIVE
PRIMARY,M0,54,1,0,,,,1,1,ACTIVE
PRIMARY,M0,55,1,0,,,,1,1,ACTIVE
PRIMARY,M0,56,1,0,,,,1,1,ACTIVE
PRIMARY,M0,57,1,0,,,,1,1,ACTIVE
PRIMARY,M0,58,1,0,,,,1,1,ACTIVE
PRIMARY,M0,59,1,0,,,,1,1,ACTIVE
PRIMARY,M0,60,1,0,,,,1,1,ACTIVE
PRIMARY,M0,61,1,0,,,,1,1,ACTIVE
PRIMARY,M0,62,1,0,,,,1,1,ACTIVE
PRIMARY,M0,63,1,0,,,,1,1,ACTIVE
PRIMARY,M0,64,1,0,,,,1,1,ACTIVE
PRIMARY,M0,65,1,0,,,,1,1,ACTIVE
PRIMARY,M0,66,1,0,,,,1,1,ACTIVE
PRIMARY,M0,67,1,0,,,,1,1,ACTIVE
PRIMARY,M0,68,1,0,,,,1,1,ACTIVE
PRIMARY,M0,69,1,0,,,,1,1,ACTIVE
PRIMARY,M0,70,1,0,,,,1,1,ACTIVE
PRIMARY,M0,71,1,0,,,,1,1,ACTIVE
PRIMARY,M0,72,1,0,,,,1,1,ACTIVE
PRIMARY,M0,73,1,0,,,,1,1,ACTIVE
PRIMARY,M0,74,1,0,,,,1,1,ACTIVE
PRIMARY,M0,75,1,0,,,,1,1,ACTIVE
PRIMARY,M0,76,1,0,,,,1,1,ACTIVE
PRIMARY,M0,77,1,0,,,,1,1,ACTIVE
PRIMARY,M0,78,1,0,,,,1,1,ACTIVE
PRIMARY,M0,79,1,0,,,,1,1,ACTIVE
PRIMARY,M0,80,1,0,,,,1,1,ACTIVE
PRIMARY,M0,81,1,0,,,,1,1,ACTIVE
PRIMARY,M0,82,1,0,,,,1,1,ACTIVE
PRIMARY,M0,83,1,0,,,,1,1,ACTIVE
PRIMARY,M0,84,1,0,,,,1,1,ACTIVE
PRIMARY,M0,85,1,0,,,,1,1,ACTIVE
PRIMARY,M0,86,1,0,,,,1,1,ACTIVE
PRIMARY,M0,87,1,0,,,,1,1,ACTIVE
PRIMARY,M0,88,1,0,,,,1,1,ACTIVE
PRIMARY,M0,89,1,0,,,,1,1,ACTIVE
PRIMARY,M0,90,1,0,,,,1,1,ACTIVE
PRIMARY,M0,91,1,0,,,,1,1,ACTIVE
PRIMARY,M0,92,1,0,,,,1,1,ACTIVE
PRIMARY,M0,93,1,0,,,,1,1,ACTIVE
PRIMARY,M0,94,1,0,,,,1,1,ACTIVE
PRIMARY,M0,95,1,0,,,,1,1,ACTIVE
PRIMARY,M0,96,1,0,,,,1,1,ACTIVE
PRIMARY,M0,97,1,0,,,,1,1,ACTIVE
PRIMARY,M0,98,1,0,,,,1,1,ACTIVE
PRIMARY,M0,99,1,0,,,,1,1,ACTIVE
PRIMARY,M0,100,1,0,,,,1,1,ACTIVE
PRIMARY,M0,101,1,0,,,,1,1,ACTIVE
PRIMARY,M0,102,1,0,,,,1,1,ACTIVE
PRIMARY,M0,103,1,0,,,,1,1,ACTIVE
PRIMARY,M0,104,1,0,,,,1,1,ACTIVE
PRIMARY,M0,105,1,0,,,,1,1,ACTIVE
PRIMARY,M0,106,1,0,,,,1,1,ACTIVE
PRIMARY,M0,107,1,0,,,,1,1,ACTIVE
PRIMARY,M0,108,1,0,,,,1,1,ACTIVE
PRIMARY,M0,109,1,0,,,,1,1,ACTIVE
PRIMARY,M0,110,1,0,,,,1,1,ACTIVE
PRIMARY,M0,111,1,0,,,,1,1,ACTIVE
PRIMARY,M0,112,1,0,,,,1,1,ACTIVE
PRIMARY,M0,113,1,0,,,,1,1,ACTIVE
PRIMARY,M0,114,1,0,,,,1,1,ACTIVE
PRIMARY,M0,115,1,0,,,,1,1,ACTIVE
PRIMARY,M0,116,1,0,,,,1,1,ACTIVE
PRIMARY,M0,117,1,0,,,,1,1,ACTIVE
PRIMARY,M0,118,1,0,,,,1,1,ACTIVE
PRIMARY,M0,119,1,0,,,,1,1,ACTIVE
PRIMARY,M0,120,1,0,,,,1,1,ACTIVE
PRIMARY,M0,121,1,0,,,,1,1,ACTIVE
PRIMARY,M0,122,1,0,,,,1,1,ACTIVE
PRIMARY,M0,123,1,0,,,,1,1,ACTIVE
PRIMARY,M0,124,1,0,,,,1,1,ACTIVE
PRIMARY,M0,125,1,0,,,,1,1,ACTIVE
PRIMARY,M0,126,1,0,,,,1,1,ACTIVE
PRIMARY,M0,127,1,0,,,,1,1,ACTIVE
PRIMARY,M1,0,1,0,,,,1,1,ACTIVE
PRIMARY,M1,1,1,0,,,,1,1,ACTIVE
PRIMARY,M1,2,1,0,,,,1,1,ACTIVE
PRIMARY,M1,3,1,0,,,,1,1,ACTIVE
PRIMARY,M1,4,1,0,,,,1,1,ACTIVE
PRIMARY,M1,5,1,0,,,,1,1,ACTIVE
PRIMARY,M1,6,1,0,,,,1,1,ACTIVE
PRIMARY,M1,7,1,0,,,,1,1,ACTIVE
PRIMARY,M1,8,1,0,,,,1,1,ACTIVE
PRIMARY,M1,9,1,0,,,,1,1,ACTIVE
PRIMARY,M1,10,1,0,,,,1,1,ACTIVE
PRIMARY,M1,11,1,0,,,,1,1,ACTIVE
PRIMARY,M1,12,1,0,,,,1,1,ACTIVE
PRIMARY,M1,13,1,0,,,,1,1,ACTIVE
PRIMARY,M1,14,1,0,,,,1,1,ACTIVE
PRIMARY,M1,15,1,0,,,,1,1,ACTIVE
PRIMARY,M1,16,1,0,,,,1,1,ACTIVE
PRIMARY,M1,17,1,0,,,,1,1,ACTIVE
PRIMARY,M1,18,1,0,,,,1,1,ACTIVE
PRIMARY,M1,19,1,0,,,,1,1,ACTIVE
PRIMARY,M1,20,1,0,,,,1,1,ACTIVE
PRIMARY,M1,21,1,0,,,,1,1,ACTIVE
PRIMARY,M1,22,1,0,,,,1,1,ACTIVE
PRIMARY,M1,23,1,0,,,,1,1,ACTIVE
PRIMARY,M1,24,1,0,,,,1,1,ACTIVE
PRIMARY,M1,25,1,0,,,,1,1,ACTIVE
PRIMARY,M1,26,1,0,,,,1,1,ACTIVE
PRIMARY,M1,27,1,0,,,,1,1,ACTIVE
PRIMARY,M1,28,1,0,,,,1,1,ACTIVE
PRIMARY,M1,29,1,0,,,,1,1,ACTIVE
PRIMARY,M1,30,1,0,,,,1,1,ACTIVE
PRIMARY,M1,31,1,0,,,,1,1,ACTIVE
PRIMARY,M1,32,1,0,,,,1,1,ACTIVE
PRIMARY,M1,33,1,0,,,,1,1,ACTIVE
PRIMARY,M1,34,1,0,,,,1,1,ACTIVE
PRIMARY,M1,35,1,0,,,,1,1,ACTIVE
PRIMARY,M1,36,1,0,,,,1,1,ACTIVE
PRIMARY,M1,37,1,0,,,,1,1,ACTIVE
PRIMARY,M1,38,1,0,,,,1,1,ACTIVE
PRIMARY,M1,39,1,0,,,,1,1,ACTIVE
PRIMARY,M1,40,1,0,,,,1,1,ACTIVE
PRIMARY,M1,41,1,0,,,,1,1,ACTIVE
PRIMARY,M1,42,1,0,,,,1,1,ACTIVE
PRIMARY,M1,43,1,0,,,,1,1,ACTIVE
PRIMARY,M1,44,1,0,,,,1,1,ACTIVE
PRIMARY,M1,45,1,0,,,,1,1,ACTIVE
PRIMARY,M1,46,1,0,,,,1,1,ACTIVE
PRIMARY,M1,47,1,0,,,,1,1,ACTIVE
PRIMARY,M1,48,1,0,,,,1,1,ACTIVE
PRIMARY,M1,49,1,0,,,,1,1,ACTIVE
PRIMARY,M1,50,1,0,,,,1,1,ACTIVE
PRIMARY,M1,51,1,0,,,,1,1,ACTIVE
PRIMARY,M1,52,1,0,,,,1,1,ACTIVE
PRIMARY,M1,53,1,0,,,,1,1,ACTIVE
PRIMARY,M1,54,1,0,,,,1,1,ACTIVE
PRIMARY,M1,55,1,0,,,,1,1,ACTIVE
PRIMARY,M1,56,1,0,,,,1,1,ACTIVE
PRIMARY,M1,57,1,0,,,,1,1,ACTIVE
PRIMARY,M1,58,1,0,,,,1,1,ACTIVE
PRIMARY,M1,59,1,0,,,,1,1,ACTIVE
PRIMARY,M1,60,1,0,,,,1,1,ACTIVE
PRIMARY,M1,61,1,0,,,,1,1,ACTIVE
PRIMARY,M1,62,1,0,,,,1,1,ACTIVE
PRIMARY,M1,63,1,0,,,,1,1,ACTIVE
PRIMARY,M1,64,1,0,,,,1,1,ACTIVE
PRIMARY,M1,65,1,0,,,,1,1,ACTIVE
PRIMARY,M1,66,1,0,,,,1,1,ACTIVE
PRIMARY,M1,67,1,0,,,,1,1,ACTIVE
PRIMARY,M1,68,1,0,,,,1,1,ACTIVE
PRIMARY,M1,69,1,0,,,,1,1,ACTIVE
PRIMARY,M1,70,1,0,,,,1,1,ACTIVE
PRIMARY,M1,71,1,0,,,,1,1,ACTIVE
PRIMARY,M1,72,1,0,,,,1,1,ACTIVE
PRIMARY,M1,73,1,0,,,,1,1,ACTIVE
PRIMARY,M1,74,1,0,,,,1,1,ACTIVE
PRIMARY,M1,75,1,0,,,,1,1,ACTIVE
PRIMARY,M1,76,1,0,,,,1,1,ACTIVE
PRIMARY,M1,77,1,0,,,,1,1,ACTIVE
PRIMARY,M1,78,1,0,,,,1,1,ACTIVE
PRIMARY,M1,79,1,0,,,,1,1,ACTIVE
PRIMARY,M1,80,1,0,,,,1,1,ACTIVE
PRIMARY,M1,81,1,0,,,,1,1,ACTIVE
PRIMARY,M1,82,1,0,,,,1,1,ACTIVE
PRIMARY,M1,83,1,0,,,,1,1,ACTIVE
PRIMARY,M1,84,1,0,,,,1,1,ACTIVE
PRIMARY,M1,85,1,0,,,,1,1,ACTIVE
PRIMARY,M1,86,1,0,,,,1,1,ACTIVE
PRIMARY,M1,87,1,0,,,,1,1,ACTIVE
PRIMARY,M1,88,1,0,,,,1,1,ACTIVE
PRIMARY,M1,89,1,0,,,,1,1,ACTIVE
PRIMARY,M1,90,1,0,,,,1,1,ACTIVE
PRIMARY,M1,91,1,0,,,,1,1,ACTIVE
PRIMARY,M1,92,1,0,,,,1,1,ACTIVE
PRIMARY,M1,93,1,0,,,,1,1,ACTIVE
PRIMARY,M1,94,1,0,,,,1,1,ACTIVE
PRIMARY,M1,95,1,0,,,,1,1,ACTIVE
PRIMARY,M1,96,1,0,,,,1,1,ACTIVE
PRIMARY,M1,97,1,0,,,,1,1,ACTIVE
PRIMARY,M1,98,1,0,,,,1,1,ACTIVE
PRIMARY,M1,99,1,0,,,,1,1,ACTIVE
PRIMARY,M1,100,1,0,,,,1,1,ACTIVE
PRIMARY,M1,101,1,0,,,,1,1,ACTIVE
PRIMARY,M1,102,1,0,,,,1,1,ACTIVE
PRIMARY,M1,103,1,0,,,,1,1,ACTIVE
PRIMARY,M1,104,1,0,,,,1,1,ACTIVE
PRIMARY,M1,105,1,0,,,,1,1,ACTIVE
PRIMARY,M1,106,1,0,,,,1,1,ACTIVE
PRIMARY,M1,107,1,0,,,,1,1,ACTIVE
PRIMARY,M1,108,1,0,,,,1,1,ACTIVE
PRIMARY,M1,109,1,0,,,,1,1,ACTIVE
PRIMARY,M1,110,1,0,,,,1,1,ACTIVE
PRIMARY,M1,111,1,0,,,,1,1,ACTIVE
PRIMARY,M1,112,1,0,,,,1,1,ACTIVE
PRIMARY,M1,113,1,0,,,,1,1,ACTIVE
PRIMARY,M1,114,1,0,,,,1,1,ACTIVE
PRIMARY,M1,115,1,0,,,,1,1,ACTIVE
PRIMARY,M1,116,1,0,,,,1,1,ACTIVE
PRIMARY,M1,117,1,0,,,,1,1,ACTIVE
PRIMARY,M1,118,1,0,,,,1,1,ACTIVE
PRIMARY,M1,119,1,0,,,,1,1,ACTIVE
PRIMARY,M1,120,1,0,,,,1,1,ACTIVE
PRIMARY,M1,121,1,0,,,,1,1,ACTIVE
PRIMARY,M1,122,1,0,,,,1,1,ACTIVE
PRIMARY,M1,123,1,0,,,,1,1,ACTIVE
PRIMARY,M1,124,1,0,,,,1,1,ACTIVE
PRIMARY,M1,125,1,0,,,,1,1,ACTIVE
PRIMARY,M1,126,1,0,,,,1,1,ACTIVE
PRIMARY,M1,127,1,0,,,,1,1,ACTIVE
PRIMARY,M2,0,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,1,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,2,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,3,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,4,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,5,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,6,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,7,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,8,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,9,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,10,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,11,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,12,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,13,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,14,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,15,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,16,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,17,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,18,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,19,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,20,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,21,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,22,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,23,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,24,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,25,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,26,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,27,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,28,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,29,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,30,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,31,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,32,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,33,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,34,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,35,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,36,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,37,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,38,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,39,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,40,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,41,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,42,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,43,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,44,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,45,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,46,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,47,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,48,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,49,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,50,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,51,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,52,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,53,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,54,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,55,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,56,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,57,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,58,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,59,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,60,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,61,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,62,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,63,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,64,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,65,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,66,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,67,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,68,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,69,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,70,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,71,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,72,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,73,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,74,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,75,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,76,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,77,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,78,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,79,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,80,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,81,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,82,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,83,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,84,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,85,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,86,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,87,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,88,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,89,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,90,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,91,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,92,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,93,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,94,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,95,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,96,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,97,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,98,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,99,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,100,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,101,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,102,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,103,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,104,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,105,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,106,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,107,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,108,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,109,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,110,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,111,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,112,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,113,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,114,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,115,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,116,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,117,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,118,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,119,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,120,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,121,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,122,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,123,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,124,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,125,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,126,1,0,,,,1,1,QUARANTINED
PRIMARY,M2,127,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,0,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,1,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,2,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,3,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,4,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,5,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,6,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,7,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,8,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,9,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,10,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,11,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,12,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,13,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,14,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,15,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,16,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,17,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,18,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,19,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,20,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,21,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,22,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,23,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,24,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,25,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,26,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,27,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,28,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,29,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,30,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,31,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,32,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,33,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,34,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,35,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,36,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,37,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,38,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,39,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,40,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,41,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,42,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,43,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,44,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,45,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,46,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,47,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,48,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,49,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,50,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,51,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,52,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,53,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,54,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,55,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,56,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,57,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,58,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,59,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,60,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,61,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,62,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,63,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,64,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,65,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,66,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,67,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,68,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,69,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,70,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,71,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,72,1,0,,,,1,1,QUARANTINED
