cohort,family,case,pass,false_causal_consolidation,retraction_ok,legacy_injection_accepted,tampered_binding_accepted,event_chain_ok,invariant_ok,detail
REPLICATION,M9,3,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,4,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,5,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,6,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,7,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,8,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,9,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,10,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,11,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,12,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,13,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,14,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,15,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,16,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,17,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,18,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,19,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,20,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,21,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,22,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,23,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,24,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,25,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,26,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,27,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,28,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,29,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,30,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,31,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,32,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,33,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,34,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,35,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,36,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,37,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,38,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,39,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,40,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,41,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,42,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,43,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,44,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,45,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,46,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,47,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,48,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,49,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,50,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,51,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,52,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,53,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,54,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,55,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,56,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,57,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,58,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,59,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,60,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,61,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,62,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,63,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,64,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,65,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,66,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,67,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,68,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,69,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,70,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,71,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,72,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,73,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,74,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,75,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,76,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,77,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,78,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,79,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,80,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,81,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,82,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,83,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,84,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,85,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,86,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,87,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,88,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,89,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,90,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,91,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,92,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,93,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,94,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,95,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,96,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,97,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,98,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,99,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,100,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,101,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,102,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,103,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,104,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,105,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,106,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,107,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,108,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,109,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,110,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,111,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,112,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,113,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,114,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,115,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,116,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,117,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,118,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,119,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,120,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,121,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,122,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,123,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,124,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,125,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,126,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M9,127,1,0,,,0,1,1,"tampered=False,direct=False"
REPLICATION,M10,0,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,1,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,2,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,3,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,4,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,5,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,6,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,7,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,8,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,9,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,10,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,11,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,12,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,13,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,14,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,15,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,16,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,17,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,18,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,19,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,20,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,21,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,22,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,23,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,24,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,25,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,26,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,27,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,28,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,29,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,30,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,31,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,32,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,33,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,34,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,35,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,36,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,37,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,38,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,39,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,40,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,41,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,42,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,43,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,44,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,45,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,46,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,47,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,48,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,49,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,50,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,51,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,52,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,53,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,54,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,55,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,56,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,57,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,58,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,59,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,60,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,61,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,62,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,63,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,64,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,65,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,66,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,67,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,68,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,69,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,70,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,71,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,72,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,73,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,74,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,75,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,76,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,77,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,78,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,79,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,80,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,81,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,82,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,83,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,84,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,85,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,86,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,87,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,88,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,89,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,90,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,91,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,92,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,93,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,94,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,95,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,96,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,97,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,98,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,99,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,100,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,101,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,102,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,103,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,104,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,105,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,106,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,107,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,108,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,109,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,110,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,111,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,112,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,113,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,114,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,115,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,116,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,117,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,118,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,119,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,120,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,121,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,122,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,123,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,124,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,125,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,126,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M10,127,1,0,,0,,1,1,legacy_accepted=False
REPLICATION,M11,0,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,1,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,2,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,3,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,4,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,5,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,6,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,7,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,8,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,9,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,10,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,11,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,12,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,13,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,14,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,15,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,16,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,17,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,18,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,19,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,20,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,21,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,22,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,23,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,24,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,25,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,26,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,27,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,28,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,29,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,30,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,31,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,32,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,33,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,34,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,35,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,36,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,37,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,38,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,39,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,40,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,41,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,42,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,43,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,44,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,45,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,46,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,47,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,48,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,49,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,50,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,51,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,52,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,53,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,54,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,55,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,56,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,57,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,58,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,59,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,60,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,61,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,62,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,63,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,64,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,65,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,66,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,67,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,68,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,69,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,70,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,71,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,72,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,73,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,74,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,75,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,76,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,77,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,78,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,79,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,80,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,81,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,82,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,83,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,84,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,85,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,86,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,87,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,88,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,89,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
REPLICATION,M11,90,1,0,,,,1,1,"old=PREDICTIVE,new=INTERVENTION_SUPPORTED"
