cohort,family,case,forbidden_transition_accepted,exception_type,detail
REPLICATION,F2_UNIDENTIFIED_RESURRECTION,117,0,IllegalTransition,"expected ASSUMPTION_CONDITIONAL, got UNIDENTIFIED"
REPLICATION,F2_UNIDENTIFIED_RESURRECTION,118,0,IllegalTransition,"expected ASSUMPTION_CONDITIONAL, got UNIDENTIFIED"
REPLICATION,F2_UNIDENTIFIED_RESURRECTION,119,0,IllegalTransition,"expected ASSUMPTION_CONDITIONAL, got UNIDENTIFIED"
REPLICATION,F2_UNIDENTIFIED_RESURRECTION,120,0,IllegalTransition,"expected ASSUMPTION_CONDITIONAL, got UNIDENTIFIED"
REPLICATION,F2_UNIDENTIFIED_RESURRECTION,121,0,IllegalTransition,"expected ASSUMPTION_CONDITIONAL, got UNIDENTIFIED"
REPLICATION,F2_UNIDENTIFIED_RESURRECTION,122,0,IllegalTransition,"expected ASSUMPTION_CONDITIONAL, got UNIDENTIFIED"
REPLICATION,F2_UNIDENTIFIED_RESURRECTION,123,0,IllegalTransition,"expected ASSUMPTION_CONDITIONAL, got UNIDENTIFIED"
REPLICATION,F2_UNIDENTIFIED_RESURRECTION,124,0,IllegalTransition,"expected ASSUMPTION_CONDITIONAL, got UNIDENTIFIED"
REPLICATION,F2_UNIDENTIFIED_RESURRECTION,125,0,IllegalTransition,"expected ASSUMPTION_CONDITIONAL, got UNIDENTIFIED"
REPLICATION,F2_UNIDENTIFIED_RESURRECTION,126,0,IllegalTransition,"expected ASSUMPTION_CONDITIONAL, got UNIDENTIFIED"
REPLICATION,F2_UNIDENTIFIED_RESURRECTION,127,0,IllegalTransition,"expected ASSUMPTION_CONDITIONAL, got UNIDENTIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,0,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,1,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,2,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,3,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,4,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,5,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,6,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,7,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,8,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,9,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,10,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,11,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,12,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,13,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,14,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,15,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,16,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,17,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,18,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,19,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,20,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,21,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,22,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,23,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,24,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,25,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,26,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,27,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,28,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,29,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,30,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,31,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,32,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,33,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,34,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,35,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,36,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,37,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,38,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,39,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,40,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,41,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,42,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,43,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,44,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,45,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,46,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,47,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,48,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,49,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,50,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,51,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,52,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,53,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,54,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,55,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,56,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,57,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,58,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,59,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,60,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,61,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,62,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,63,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,64,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,65,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,66,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,67,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,68,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,69,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,70,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,71,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,72,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,73,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,74,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,75,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,76,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,77,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,78,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,79,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,80,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,81,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,82,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,83,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,84,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,85,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,86,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,87,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,88,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,89,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,90,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,91,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,92,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,93,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,94,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,95,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,96,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,97,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,98,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,99,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,100,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,101,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,102,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,103,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,104,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,105,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,106,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,107,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,108,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,109,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,110,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,111,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,112,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,113,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,114,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,115,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,116,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,117,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,118,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,119,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,120,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,121,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,122,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,123,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,124,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,125,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,126,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F3_FALSIFIED_RESURRECTION,127,0,IllegalTransition,"expected PREDICTIVE, got FALSIFIED"
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,0,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,1,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,2,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,3,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,4,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,5,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,6,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,7,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,8,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,9,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,10,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,11,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,12,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,13,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,14,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,15,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,16,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,17,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,18,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,19,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,20,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,21,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,22,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,23,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,24,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,25,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,26,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,27,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,28,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,29,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,30,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,31,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,32,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,33,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,34,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,35,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,36,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,37,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,38,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,39,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,40,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,41,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,42,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,43,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,44,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,45,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,46,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,47,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,48,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,49,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,50,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,51,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,52,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,53,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,54,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,55,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,56,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,57,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,58,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,59,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,60,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,61,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,62,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,63,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
REPLICATION,F4_NO_DIRECT_INTERVENTION_EVIDENCE,64,0,EvidenceClassError,evidence kind IDENTIFYING_ASSUMPTION cannot license this operation
