seed,context,gamma,method,top1_A,false_credit_mass,score_A,score_C,score_D,score_B,max_efficiency_error,counterfactual_structural_evaluations
1089,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.6772766252082866,0.4280940678925518,0.8701906809818204,0.027096870641410607,0.001123063229447283,1.1102230246251565e-16,20736
1089,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1089,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1090,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.812869362889443e-16,0.5,4.688115604815739e-17,4.688115604815739e-17,4.688115604815739e-17,1.1102230246251565e-16,20736
1090,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.6891820977318077,0.41501774106718087,0.8781776803519799,0.012804220125703347,0.029244364796439843,1.1102230246251565e-16,20736
1090,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1090,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1091,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.6264120002103537e-16,0.5,4.3773533336839234e-17,4.3773533336839234e-17,4.3773533336839234e-17,1.1102230246251565e-16,20736
1091,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.7000244456377238,0.41025160833070373,0.8761726083586342,0.04557936652229415,0.03561321877366806,1.1102230246251565e-16,20736
1091,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1091,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1092,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.6746854666655603e-16,0.5,4.457809111109268e-17,4.457809111109268e-17,4.457809111109268e-17,1.1102230246251565e-16,20736
1092,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.706143659503206,0.4075242633009076,0.8773542129549076,0.06131578137943664,0.04062034235584076,1.1102230246251565e-16,20736
1092,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1092,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1093,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,3.0632438317683414e-16,0.5,5.10540638628057e-17,5.10540638628057e-17,5.10540638628057e-17,1.1102230246251565e-16,20736
1093,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.6745605110420471,0.46334533626993996,0.8774228223837267,0.02836276542085884,0.05462173038531661,1.1102230246251565e-16,20736
1093,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1093,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1094,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,3.0256863908870857e-16,0.5,5.042810651478477e-17,5.042810651478477e-17,5.042810651478477e-17,1.1102230246251565e-16,20736
1094,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.693831134102577,0.43496570059956563,0.8823556228922509,0.09129764918724224,0.012053568026938096,1.1102230246251565e-16,20736
1094,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1094,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1095,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.5334077826018315e-16,0.5,4.222346304336387e-17,4.222346304336387e-17,4.222346304336387e-17,1.1102230246251565e-16,20736
1095,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.7302103360519575,0.36257996356550826,0.8812608563654446,0.037086121476299486,0.06300876858101367,1.1102230246251565e-16,20736
1095,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1095,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1096,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,3.172789544045556e-16,0.5,5.2879825734092606e-17,5.2879825734092606e-17,5.2879825734092606e-17,1.1102230246251565e-16,20736
1096,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.7151217251261615,0.40494042581718337,0.8900552830925856,0.12218817967772555,0.004266820479441753,1.1102230246251565e-16,20736
1096,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1096,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1097,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.535457602334187e-16,0.5,4.225762670556979e-17,4.225762670556979e-17,4.225762670556979e-17,1.1102230246251565e-16,20736
1097,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.7266560221785465,0.3589311797666137,0.8695907320097496,0.03435594406933346,0.05023386012217902,1.1102230246251565e-16,20736
1097,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1097,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1098,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.8793042745249657e-16,0.5,4.7988404575416105e-17,4.7988404575416105e-17,4.7988404575416105e-17,1.1102230246251565e-16,20736
1098,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.6980418891330641,0.47109411102709725,0.8832513872903492,0.1749921266011065,0.030793049083095506,1.1102230246251565e-16,20736
1098,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1098,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1099,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,3.1405271178758233e-16,0.5,5.234211863126373e-17,5.234211863126373e-17,5.234211863126373e-17,1.1102230246251565e-16,20736
1099,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.6916811228936447,0.44139692850170226,0.8732145877338332,0.072526109053342,0.04448710247451976,1.1102230246251565e-16,20736
1099,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1099,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1100,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.837001331556718e-16,0.5,4.72833555259453e-17,4.72833555259453e-17,4.72833555259453e-17,1.1102230246251565e-16,20736
1100,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.7222405567587865,0.4348552613006541,0.8781381777977035,0.16558600713032168,0.08700282966540972,1.1102230246251565e-16,20736
1100,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1100,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1101,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,3.11328627359433e-16,0.5,5.188810455990551e-17,5.188810455990551e-17,5.188810455990551e-17,1.1102230246251565e-16,20736
1101,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.6780484802579437,0.4778756230819294,0.8919523142592028,0.042552849946200066,0.07192847599801462,1.1102230246251565e-16,20736
1101,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1101,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1102,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,3.550440242370069e-16,0.5,5.917400403950117e-17,5.917400403950117e-17,5.917400403950117e-17,1.1102230246251565e-16,20736
1102,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.6499896634242746,0.5058074454499559,0.8884302963695911,0.02389531965366736,0.026988389505772266,1.1102230246251565e-16,20736
1102,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1102,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1103,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.9466920982261497e-16,0.5,4.9111534970435834e-17,4.9111534970435834e-17,4.9111534970435834e-17,1.1102230246251565e-16,20736
1103,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.692935600638993,0.48603424754652125,0.8803222204501552,0.11549056274901054,0.10099438153768374,1.1102230246251565e-16,20736
1103,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1103,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1104,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.6421371668761297e-16,0.5,4.4035619447935506e-17,4.4035619447935506e-17,4.4035619447935506e-17,1.1102230246251565e-16,20736
1104,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.7038371564153006,0.40886739618086454,0.8774439589928388,0.05082241032010095,0.043415500011653445,1.1102230246251565e-16,20736
1104,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1104,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1105,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.553101298625494e-16,0.5,4.2551688310424905e-17,4.2551688310424905e-17,4.2551688310424905e-17,1.1102230246251565e-16,20736
1105,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.7187827486815223,0.40124692642653514,0.8750313522493376,0.14301679072926105,0.007526807792308115,1.1102230246251565e-16,20736
1105,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1105,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1106,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,3.027278812827924e-16,0.5,5.04546468804654e-17,5.04546468804654e-17,5.04546468804654e-17,1.1102230246251565e-16,20736
1106,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.7168727313924403,0.34829019194906974,0.8762410278370253,0.004988130797023129,0.0006348258831263126,1.1102230246251565e-16,20736
1106,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1106,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1107,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.858295739850691e-16,0.5,4.763826233084485e-17,4.763826233084485e-17,4.763826233084485e-17,1.1102230246251565e-16,20736
1107,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.6763684487210504,0.45451672993541264,0.8790215370470771,0.013097031627940028,0.05779121091628947,1.1102230246251565e-16,20736
1107,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1107,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1108,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,3.2757474575755003e-16,0.5,5.4595790959591676e-17,5.4595790959591676e-17,5.4595790959591676e-17,1.1102230246251565e-16,20736
1108,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.6814103811677569,0.4327631644071449,0.8664058310222026,0.05447819779824176,0.004724639456077565,1.1102230246251565e-16,20736
1108,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1108,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1109,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.7445900370112736e-16,0.5,4.5743167283521236e-17,4.5743167283521236e-17,4.5743167283521236e-17,1.1102230246251565e-16,20736
1109,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.6689931212799504,0.45142868995296276,0.8784399533487085,0.01141415576928648,0.022521759005191207,1.1102230246251565e-16,20736
1109,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1109,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1110,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,3.002697916698604e-16,0.5,5.0044965278310073e-17,5.0044965278310073e-17,5.0044965278310073e-17,1.1102230246251565e-16,20736
1110,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.7065982212199095,0.41010948771201783,0.8800876523268876,0.010174232402538655,0.09740300171939438,1.1102230246251565e-16,20736
1110,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1110,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1111,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.840340758951268e-16,0.5,4.7339012649187804e-17,4.7339012649187804e-17,4.7339012649187804e-17,1.1102230246251565e-16,20736
1111,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.7092730807849476,0.4130637615796248,0.8779908620854795,0.09425667605681456,0.0354851050103139,1.1102230246251565e-16,20736
1111,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1111,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1112,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.8549796058621903e-16,0.5,4.7582993431036516e-17,4.7582993431036516e-17,4.7582993431036516e-17,1.1102230246251565e-16,20736
1112,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.6865627713619853,0.4775522527385449,0.8823569422795492,0.09626476537874028,0.06742377817960228,1.1102230246251565e-16,20736
1112,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1112,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1113,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.5097925040323816e-16,0.5,4.182987506720637e-17,4.182987506720637e-17,4.182987506720637e-17,1.1102230246251565e-16,20736
1113,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.6610593741913928,0.5170892716578408,0.8931470915520895,0.06708048832116374,0.0482874351318759,1.1102230246251565e-16,20736
1113,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1113,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1114,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,3.369973520210436e-16,0.5,5.616622533684062e-17,5.616622533684062e-17,5.616622533684062e-17,1.1102230246251565e-16,20736
1114,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.708981233718678,0.4215618367225561,0.8691781553106809,0.10123393843972373,0.05659875818671475,1.1102230246251565e-16,20736
1114,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1114,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1115,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.538718679181116e-16,0.5,4.231197798635194e-17,4.231197798635194e-17,4.231197798635194e-17,1.1102230246251565e-16,20736
1115,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.7040225421396662,0.4398538629598529,0.8744340568654596,0.11787891224142147,0.053939123905803806,1.1102230246251565e-16,20736
1115,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1115,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1116,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,3.2564096953896846e-16,0.5,5.427349492316142e-17,5.427349492316142e-17,5.427349492316142e-17,1.1102230246251565e-16,20736
1116,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.7320845342133967,0.33837452425746734,0.8591681049101755,0.0468462157165992,0.018601043601647098,1.1102230246251565e-16,20736
1116,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1116,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1117,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.512342073203617e-16,0.5,4.1872367886726957e-17,4.1872367886726957e-17,4.1872367886726957e-17,1.1102230246251565e-16,20736
1117,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.6626050335623529,0.5100038892048545,0.8805768129187973,0.10086916128439821,0.020143194987818937,1.1102230246251565e-16,20736
1117,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1117,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1118,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,3.1435764364859393e-16,0.5,5.2392940608098994e-17,5.2392940608098994e-17,5.2392940608098994e-17,1.1102230246251565e-16,20736
1118,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.7132639572165377,0.43239082259952927,0.8885692347202645,0.10923781043019619,0.07777726646103388,1.1102230246251565e-16,20736
1118,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1118,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1119,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,3.0940080684126176e-16,0.5,5.15668011402103e-17,5.15668011402103e-17,5.15668011402103e-17,1.1102230246251565e-16,20736
1119,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.656989478588061,0.5106463803344254,0.8808680162295972,0.06964743254850565,0.027557462157152404,1.1102230246251565e-16,20736
1119,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1119,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1120,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.6216029706523174e-16,0.5,4.36933828442053e-17,4.36933828442053e-17,4.36933828442053e-17,1.1102230246251565e-16,20736
1120,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.6941251845710457,0.4406230828357751,0.8865820955989141,0.006038681505256301,0.10729017754807636,1.1102230246251565e-16,20736
1120,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1120,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1121,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.5438093471941143e-16,0.5,4.239682245323525e-17,4.239682245323525e-17,4.239682245323525e-17,1.1102230246251565e-16,20736
1121,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.6991887100806901,0.4297423252107888,0.870366785315534,0.06889989421726873,0.05960202021515732,1.1102230246251565e-16,20736
1121,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1121,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1122,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.79707219842315e-16,0.5,4.661786997371918e-17,4.661786997371918e-17,4.661786997371918e-17,1.1102230246251565e-16,20736
1122,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.6683991991013505,0.458212445337131,0.876213472003729,0.01280757012358508,0.03458598973633292,1.1102230246251565e-16,20736
1122,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1122,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1123,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.6857805394834076e-16,0.5,4.476300899139013e-17,4.476300899139013e-17,4.476300899139013e-17,1.1102230246251565e-16,20736
1123,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.6971243466183061,0.4082492834955456,0.8710862499683856,0.031979384434116055,0.036595615475384764,1.1102230246251565e-16,20736
1123,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1123,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1124,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.7924431633664053e-16,0.5,4.654071938944009e-17,4.654071938944009e-17,4.654071938944009e-17,1.1102230246251565e-16,20736
1124,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.7064076279948491,0.38443551325821496,0.8791139176220082,0.026289071682938318,0.019580780480985178,1.1102230246251565e-16,20736
1124,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1124,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1125,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.767934265037602e-16,0.5,4.6132237750626707e-17,4.6132237750626707e-17,4.6132237750626707e-17,1.1102230246251565e-16,20736
1125,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.6609460244542968,0.4936173394563609,0.8848464472978494,0.0708495031055281,0.006553253695428669,1.1102230246251565e-16,20736
1125,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1125,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1126,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,2.7878564799570233e-16,0.5,4.646427466595039e-17,4.646427466595039e-17,4.646427466595039e-17,1.1102230246251565e-16,20736
1126,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.7189870190150294,0.40716728928708884,0.87811358533864,0.1491490945942319,0.014497008672442191,1.1102230246251565e-16,20736
1126,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1126,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1127,TRAIN_CONFOUNDED,2.0,EXACT_CF_SHAPLEY,1,3.149683544035643e-16,0.5,5.249472573392739e-17,5.249472573392739e-17,5.249472573392739e-17,1.1102230246251565e-16,20736
1127,TRAIN_CONFOUNDED,2.0,OBS_ASSOC,0,0.6911560019457702,0.48287413413704205,0.8903899136207425,0.11745771576820631,0.07276704370106195,1.1102230246251565e-16,20736
1127,TRAIN_CONFOUNDED,2.0,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1127,TRAIN_CONFOUNDED,2.0,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1000,OOD_WEAK_CONFOUNDER,0.2,EXACT_CF_SHAPLEY,1,1.1521215093610903e-16,0.5,1.9202025156018175e-17,1.9202025156018175e-17,1.9202025156018175e-17,1.1102230246251565e-16,20736
1000,OOD_WEAK_CONFOUNDER,0.2,OBS_ASSOC,1,0.18014715320991,0.9164088884172439,0.09375635592885116,0.06486066259764926,0.042746498196022796,1.1102230246251565e-16,20736
1000,OOD_WEAK_CONFOUNDER,0.2,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1000,OOD_WEAK_CONFOUNDER,0.2,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1001,OOD_WEAK_CONFOUNDER,0.2,EXACT_CF_SHAPLEY,1,1.0942966876344073e-16,0.5,1.8238278127240122e-17,1.8238278127240122e-17,1.8238278127240122e-17,1.1102230246251565e-16,20736
1001,OOD_WEAK_CONFOUNDER,0.2,OBS_ASSOC,1,0.17081941438932222,0.9109693544590581,0.16649851763643006,0.008405601299845526,0.012764592024570276,1.1102230246251565e-16,20736
1001,OOD_WEAK_CONFOUNDER,0.2,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1001,OOD_WEAK_CONFOUNDER,0.2,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1002,OOD_WEAK_CONFOUNDER,0.2,EXACT_CF_SHAPLEY,1,1.1039295698270571e-16,0.5,1.8398826163784285e-17,1.8398826163784285e-17,1.8398826163784285e-17,1.1102230246251565e-16,20736
1002,OOD_WEAK_CONFOUNDER,0.2,OBS_ASSOC,1,0.34304531084244405,0.9100723655558709,0.19178550216547177,0.11034845624295833,0.17308307357832065,1.1102230246251565e-16,20736
1002,OOD_WEAK_CONFOUNDER,0.2,RECENCY,0,0.9,0.25,0.5,0.75,1.0,1.1102230246251565e-16,20736
1002,OOD_WEAK_CONFOUNDER,0.2,EQUAL,0,0.75,1.0,1.0,1.0,1.0,1.1102230246251565e-16,20736
1003,OOD_WEAK_CONFOUNDER,0.2,EXACT_CF_SHAPLEY,1,1.0753930298340597e-16,0.5,1.7923217163900995e-17,1.7923217163900995e-17,1.7923217163900995e-17,1.1102230246251565e-16,20736
