cohort,family,seed,upstream_state,reference_beta,unrestricted_state,unrestricted_beta_set_kind,unrestricted_exact_equivalent_count,unrestricted_finite_grid_beta_min,unrestricted_finite_grid_beta_max,unrestricted_finite_grid_beta_diameter,unrestricted_frontier_size,unrestricted_frontier_max_path_error,constrained_state,direct_interval_exists,direct_interval_lower,direct_interval_upper,direct_interval_width,material_countermodel_within_bound,causal_authority_granted_unrestricted,causal_authority_granted_constrained
PRIMARY,R0_VALID,91047,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7943847907037593,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,17,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,0.6494930941880298,0.9384861195402439,0.28899302535221405,False,False,False
PRIMARY,R0_VALID,91048,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8124641592104365,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,17,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,0.6634139649118378,0.9615138910540614,0.2980999261422236,False,False,False
PRIMARY,R0_VALID,91049,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8139841315298034,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,17,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,0.6716321219358774,0.9565153911239288,0.2848832691880514,False,False,False
PRIMARY,R0_VALID,91050,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.793658823900354,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,16,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,0.6494641210973497,0.9356116765512053,0.2861475554538555,False,False,False
PRIMARY,R0_VALID,91051,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8331518133309449,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,16,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,0.6919349340644373,0.9738883793296302,0.28195344526519295,False,False,False
PRIMARY,R0_VALID,91052,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7978530333108186,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,16,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,0.6567579157139992,0.9390099909781646,0.2822520752641654,False,False,False
PRIMARY,R0_VALID,91053,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8134083303152728,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,16,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,0.6697834933010363,0.9560626749433816,0.28627918164234534,False,False,False
PRIMARY,R0_VALID,91054,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7662129933604089,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,18,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,0.6197594548188725,0.9128846889863746,0.29312523416750214,False,False,False
PRIMARY,R0_VALID,91055,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.764960126460888,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,18,2.6645352591003757e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,0.61568964769501,0.9141875154892116,0.2984978677942016,False,False,False
PRIMARY,R0_VALID,91056,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7750575262124908,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,18,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,0.6290257016170354,0.9211095860677346,0.2920838844506992,False,False,False
PRIMARY,R0_VALID,91057,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8184655787004339,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,16,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,0.6746132793461121,0.9625377405464214,0.28792446120030923,False,False,False
PRIMARY,R0_VALID,91058,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7648656610086698,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,18,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,0.621152701398259,0.9079748262005731,0.28682212480231417,False,False,False
PRIMARY,R0_VALID,91059,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7737738443401508,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,18,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,0.6261461823473985,0.9213392694033627,0.29519308705596425,False,False,False
PRIMARY,R0_VALID,91060,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7908695089264975,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,18,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,0.6448155139377355,0.936057400181208,0.29124188624347247,False,False,False
PRIMARY,R0_VALID,91061,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8330882498619387,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,16,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,0.6938325687685087,0.9706336007435084,0.2768010319749996,False,False,False
PRIMARY,R0_VALID,91062,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8205931296327271,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,16,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,0.6766375931160692,0.9645450412990656,0.2879074481829964,False,False,False
PRIMARY,R0_VALID,91063,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7961560777390687,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,18,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,0.6503474675615522,0.9411852921224685,0.29083782456091634,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91000,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2947847282863556,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,1,1.3322676295501878e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1537878376885076,1.43519385964146,0.2814060219529524,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91001,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.317328431796052,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1717801648712756,1.4628357184333307,0.29105555356205515,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91002,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2756344929330263,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1317192815867065,1.4175668857086268,0.28584760412192023,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91003,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3142398044317278,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,1,1.3322676295501878e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1683655391957275,1.4595187858712588,0.29115324667553133,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91004,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.278328465020988,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1288778223309863,1.4278860168066236,0.2990081944756373,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91005,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.32576607578824,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1799380467836096,1.4718194728877942,0.29188142610418466,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91006,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.315255337292426,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1720141374899158,1.457379407065604,0.2853652695756883,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91007,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2917999179937139,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.142978452777998,1.4404277284177305,0.29744927563973245,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91008,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2928640699745062,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1442642407314676,1.4413918325065362,0.29712759177506864,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91009,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.303628587015796,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1544577798083997,1.4527652028163065,0.2983074230079068,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91010,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.284534516145745,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,2,1.3322676295501878e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1399970952549388,1.4290972949020087,0.2891001996470699,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91011,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3059378753990036,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1652059150546472,1.4467890172447506,0.2815831021901034,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91012,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.289253801492521,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1453560774124811,1.4332531100245391,0.287897032612058,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91013,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3014500183026936,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1582766451149134,1.4446993349922266,0.28642268987731323,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91014,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.318037598426196,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1738349180141852,1.4623850486113235,0.2885501305971383,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91015,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3155204234317,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.170073715502734,1.4610367126805708,0.2909629971778367,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91016,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3126466393454914,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1732991974815214,1.451523108904311,0.27822391142278957,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91017,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3056464288819987,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1581035330974117,1.4531320090363555,0.2950284759389439,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91018,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.248441077293655,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1038903228823487,1.3925866028417009,0.2886962799593522,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91019,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2761681641276585,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1295598202618053,1.4228697177501635,0.2933098974883581,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91020,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3083534145825875,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1629009585993038,1.4538873082947237,0.2909863496954199,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91021,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3024642977576086,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.156358413261719,1.4486060633519964,0.2922476500902773,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91022,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.284661200449313,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1394556791168728,1.4303601325220219,0.29090445340514903,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91023,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.306744741643162,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1665950268330647,1.4458006830793906,0.2792056562463259,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91024,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3158601731466748,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1721568571248409,1.458028532550042,0.2858716754252011,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91025,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3025566677502778,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1563075040963573,1.4485774285055224,0.2922699244091651,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91026,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2567502194242994,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1092771758526807,1.4042543247392836,0.29497714888660287,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91027,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.26352553434189,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,1,1.3322676295501878e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1138862883407712,1.413122513032485,0.29923622469171374,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91028,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.315794661631627,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1733357246207072,1.4549989887737067,0.28166326415299947,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91029,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3212125183177963,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,1,1.3322676295501878e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1751219013791367,1.4670028284499042,0.2918809270707674,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91030,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.296459950808799,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1500003804874401,1.4429197433935732,0.2929193629061331,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91031,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3022501860555815,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,2,2.6645352591003757e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1535953050564614,1.4489152601589326,0.2953199551024712,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91032,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3174918163768876,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1750570435063707,1.4599271462877832,0.28487010278141245,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91033,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2981919874664298,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.1529717605860375,1.4434500485907713,0.29047828800473385,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91034,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3047357065334757,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.161479068231873,1.4482527865520738,0.2867737183202008,False,False,False
PRIMARY,R1_COORDINATED_EXCLUSION,91035,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.309111536008628,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,ALL_REAL_BETA_UNDER_UNRESTRICTED_REPARAMETERIZATION,69,-0.5,2.0,2.5,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,True,1.165872636789591,1.452349000520998,0.28647636373140695,False,False,False
