cohort,family,seed,upstream_state,reference_beta,unrestricted_state,unrestricted_exact_equivalent_count,unrestricted_constrained_survivor_count,unrestricted_frontier_size,unrestricted_frontier_max_path_error,constrained_state,constrained_survivor_count,near_true_beta_countermodel,near_true_beta_path_error,causal_authority_granted_unrestricted,causal_authority_granted_constrained
PRIMARY,C1_COORDINATED_EXCLUSION,71005,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3066304435308882,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71006,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3156010695293903,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,1.3322676295501878e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8250000000000002,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71007,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2919316103656397,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71008,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2840351852924843,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71009,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2955568267061102,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71010,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2769897737175526,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71011,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2987240772276867,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71012,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.296278576172388,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,1.3322676295501878e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71013,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3255003549873634,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71014,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3122275525745066,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,61,61,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71015,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2931892352888057,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71016,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3260116117824057,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71017,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.305247134037108,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71018,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2884854532758638,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,61,61,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71019,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2959716811842201,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71020,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2744193817036695,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.7750000000000001,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71021,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2859415750492273,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,61,61,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.7750000000000001,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71022,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.293086988990589,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71023,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2861743863641324,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,61,61,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.7750000000000001,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71024,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3332968260871323,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71025,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3157728610351798,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8250000000000002,1.7763568394002505e-15,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71026,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3140450344489467,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,61,61,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71027,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.282123461097018,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71028,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3107703824402486,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,61,61,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71029,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3074601398474515,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71030,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3129812638335159,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,61,61,1,1.3322676295501878e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71031,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3442675557144923,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71032,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.308714925477884,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.1102230246251565e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71033,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2991339106405018,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,2.6645352591003757e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71034,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3028613086423557,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71035,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2803966253435477,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71036,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.297460568260798,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71037,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2966182803434567,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8,1.7763568394002505e-15,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71038,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3222200925391348,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8250000000000002,1.7763568394002505e-15,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71039,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3049010237256482,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71040,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2935588485711225,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,8.881784197001252e-16,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71041,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2782199087534474,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71042,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2982018499923191,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,8.881784197001252e-16,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71043,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3005398819768468,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71044,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.302264805444065,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,8.881784197001252e-16,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71045,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.308131359403453,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.3322676295501878e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71046,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2758736202690568,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71047,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.304336396822749,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71048,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3153596374881984,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8250000000000002,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71049,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3074230037507226,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71050,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.29951497573591,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71051,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2951447891147385,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71052,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2838879543508994,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71053,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2959415292734384,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,8.881784197001252e-16,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71054,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2845371172900601,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71055,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.290259228313564,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8,1.7763568394002505e-15,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71056,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3189182022585284,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8250000000000002,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71057,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3059420919408156,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71058,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3368638403945845,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,61,61,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8250000000000002,1.7763568394002505e-15,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71059,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3161442551208709,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8250000000000002,8.881784197001252e-16,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71060,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3015753162244972,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.1102230246251565e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71061,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2787197802550587,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71062,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.3080366795116587,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,1,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C1_COORDINATED_EXCLUSION,71063,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,1.2940038944990997,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,2,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,0.8,8.881784197001252e-16,False,False
PRIMARY,C2_ALEATORIC_HIGH,71000,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8469705854455204,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,13,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C2_ALEATORIC_HIGH,71001,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8600978570214767,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,61,61,10,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C2_ALEATORIC_HIGH,71002,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7145415078590004,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,61,61,18,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C2_ALEATORIC_HIGH,71003,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7885205587507309,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,61,61,14,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C2_ALEATORIC_HIGH,71004,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7796436272939575,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,10,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C2_ALEATORIC_HIGH,71005,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8524034241775844,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,14,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C2_ALEATORIC_HIGH,71006,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.8867566247128151,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,61,61,8,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C2_ALEATORIC_HIGH,71007,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7778923531344523,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,15,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C2_ALEATORIC_HIGH,71008,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7378575857906496,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,61,61,13,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C2_ALEATORIC_HIGH,71009,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7506878003319088,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,18,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C2_ALEATORIC_HIGH,71010,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7418108534703076,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,20,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C2_ALEATORIC_HIGH,71011,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7809506114703616,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,62,62,14,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
PRIMARY,C2_ALEATORIC_HIGH,71012,CAUSAL_CANDIDATE_UNDER_ASSUMPTIONS,0.7870233438439495,OBSERVATIONALLY_EQUIVALENT_COUNTERMODEL_SURVIVES,61,61,12,1.7763568394002505e-15,ASSUMPTION_CONDITIONAL_IDENTIFICATION_COUNTERMODELS_OUTSIDE_BOUNDS,0,,,False,False
