family,method,budget,n_rows,mean_rmse_true_teacher,mean_rmse_model_teacher,mean_false_credit_mass_true,max_false_credit_mass_true,topset_recovery,mean_max_estimator_variance,max_estimator_variance,mean_actual_evaluations,mean_model_teacher_false_mass_true
E1_TWO_CAUSE_INTERACTION,DOUBLE_ANTITHETIC_CRN_MC,16,512,0.28284271247461906,0.28284271247461906,0.0,0.0,1.0,0.0,0.0,17.0,4.124879053520292e-17
E1_TWO_CAUSE_INTERACTION,DOUBLE_ANTITHETIC_CRN_MC,32,512,0.14307863775571553,0.14307863775571553,0.0,0.0,1.0,0.07906250000000002,0.16000000000000011,33.0,4.124879053520292e-17
E1_TWO_CAUSE_INTERACTION,DOUBLE_ANTITHETIC_CRN_MC,64,512,0.10634223076438316,0.10634223076438316,0.0,0.0,1.0,0.039973958333333344,0.05333333333333337,65.0,4.124879053520292e-17
E1_TWO_CAUSE_INTERACTION,DOUBLE_ANTITHETIC_CRN_MC,128,512,0.07899708571068463,0.07899708571068463,0.0,0.0,1.0,0.019966517857142863,0.022857142857142874,129.0,4.124879053520292e-17
E1_TWO_CAUSE_INTERACTION,DOUBLE_ANTITHETIC_CRN_MC,256,512,0.05503555709039829,0.05503555709039829,0.0,0.0,1.0,0.00999967447916667,0.010666666666666675,257.0,4.124879053520292e-17
E1_TWO_CAUSE_INTERACTION,LEGACY_INDEPENDENT_MC,8,512,0.9673533742412398,0.9673533742412398,0.3899687702902586,1.0,0.37890625,2.77724609375,12.96,9.0,4.124879053520292e-17
E1_TWO_CAUSE_INTERACTION,LEGACY_INDEPENDENT_MC,16,512,0.7262922757776296,0.7262922757776296,0.3463038199689462,0.9272727272727272,0.38671875,1.1736507161458334,4.202500000000001,17.0,4.124879053520292e-17
E1_TWO_CAUSE_INTERACTION,LEGACY_INDEPENDENT_MC,32,512,0.5078804291636398,0.5078804291636398,0.33904645950081624,0.92,0.392578125,0.4993148367745536,1.342767857142857,33.0,4.124879053520292e-17
E1_TWO_CAUSE_INTERACTION,LEGACY_INDEPENDENT_MC,64,512,0.3652605396906104,0.3652605396906104,0.2638577426589269,0.712962962962963,0.576171875,0.21806870524088542,0.48790625,65.0,4.124879053520292e-17
E1_TWO_CAUSE_INTERACTION,LEGACY_INDEPENDENT_MC,128,512,0.24873074851179108,0.24873074851179108,0.2066652207062294,0.6763485477178424,0.75390625,0.0998716538952243,0.20153225806451608,129.0,4.124879053520292e-17
E1_TWO_CAUSE_INTERACTION,LEGACY_INDEPENDENT_MC,256,512,0.18349319445902237,0.18349319445902237,0.15952177350240623,0.46835443037974694,0.841796875,0.046631573268345425,0.08649042038690476,257.0,4.124879053520292e-17
E2_CONTEXT_SIGN_FLIP,ANTITHETIC_CRN_MC,8,512,4.6129271189793253e-17,4.6129271189793253e-17,0.0,0.0,1.0,0.0,0.0,9.0,1.1024980841461971e-16
E2_CONTEXT_SIGN_FLIP,ANTITHETIC_CRN_MC,16,512,4.6129271189793253e-17,4.6129271189793253e-17,0.0,0.0,1.0,0.0,0.0,17.0,1.1024980841461971e-16
E2_CONTEXT_SIGN_FLIP,ANTITHETIC_CRN_MC,32,512,4.6129271189793253e-17,4.6129271189793253e-17,0.0,0.0,1.0,0.0,0.0,33.0,1.1024980841461971e-16
