cohort,family,case,pass,state,selected_action,certificate_valid_before,digest_deterministic,mutated_world_certificate_accepted,stale_certificate_accepted,dropped_world_certificate_accepted,no_causal_truth_field,information_state,necessary_information_cost
REPLICATION,P0,21,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,22,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,23,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,24,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,25,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,26,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,27,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,28,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,29,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,30,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,31,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,32,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,33,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,34,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,35,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,36,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,37,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,38,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,39,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,40,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,41,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,42,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,43,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,44,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,45,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,46,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,47,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,48,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,49,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,50,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,51,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,52,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,53,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,54,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,55,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,56,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,57,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,58,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,59,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,60,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,61,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,62,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,63,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,64,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,65,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,66,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,67,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,68,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,69,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,70,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,71,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,72,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,73,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,74,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,75,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,76,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,77,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,78,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,79,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,80,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,81,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,82,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,83,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,84,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,85,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,86,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,87,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,88,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,89,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,90,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,91,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,92,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,93,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,94,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,95,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,96,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,97,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,98,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,99,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,100,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,101,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,102,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,103,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,104,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,105,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,106,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,107,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,108,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,109,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,110,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,111,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,112,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,113,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,114,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,115,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,116,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,117,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,118,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,119,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,120,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,121,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,122,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,123,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,124,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,125,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,126,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P0,127,1,ROBUST_ACTION,A,1,1,0,,,1,,
REPLICATION,P1,0,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,1,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,2,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,3,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,4,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,5,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,6,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,7,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,8,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,9,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,10,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,11,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,12,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,13,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,14,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,15,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,16,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,17,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,18,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,19,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,20,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,21,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,22,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,23,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,24,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,25,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,26,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,27,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,28,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,29,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,30,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,31,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,32,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,33,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,34,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,35,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,36,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,37,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,38,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,39,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,40,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,41,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,42,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,43,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,44,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,45,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,46,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,47,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,48,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,49,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,50,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,51,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,52,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,53,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,54,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,55,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,56,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,57,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,58,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,59,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,60,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,61,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,62,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,63,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,64,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,65,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,66,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,67,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,68,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,69,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,70,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,71,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,72,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,73,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,74,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,75,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,76,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,77,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,78,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,79,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,80,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,81,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,82,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,83,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,84,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,85,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,86,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,87,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,88,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,89,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,90,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,91,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,92,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,93,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,94,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,95,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,96,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,97,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,98,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,99,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,100,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,101,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,102,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,103,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,104,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,105,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,106,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,107,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,108,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,109,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,110,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,111,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,112,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,113,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,114,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,115,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,116,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,117,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,118,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,119,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,120,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,121,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,122,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,123,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,124,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,125,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,126,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P1,127,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,0,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,1,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,2,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,3,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,4,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,5,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,6,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,7,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,8,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,9,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,10,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,11,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,12,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,13,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,14,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,15,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,16,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,17,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,18,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,19,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,20,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,21,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,22,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,23,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,24,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,25,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,26,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,27,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,28,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,29,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,30,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,31,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,32,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,33,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,34,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,35,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,36,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,37,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,38,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,39,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,40,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,41,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,42,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,43,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,44,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,45,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,46,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,47,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,48,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,49,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,50,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,51,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,52,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,53,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,54,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,55,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,56,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,57,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,58,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,59,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,60,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,61,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,62,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,63,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,64,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
REPLICATION,P2,65,1,ABSTAIN_WORLD_DISAGREEMENT,,1,1,0,,,1,,
